image_id,healthy,multiple_diseases,rust,scab
Test_30,1.0,0.0,0.0,0.0
Test_1605,0.0,0.0,0.0,1.0
Test_651,0.0,0.0,0.0,1.0
Test_956,0.0,0.0,0.0,1.0
Test_737,0.0,0.0,0.0,1.0
Test_1235,1.0,0.0,0.0,0.0
Test_411,1.0,0.0,0.0,0.0
Test_1116,0.0,0.0,1.0,0.0
Test_707,0.0,0.0,0.0,1.0
Test_978,0.0,0.0,1.0,0.0
Test_634,0.0,0.0,0.0,1.0
Test_1240,0.0,0.0,1.0,0.0
Test_321,1.0,0.0,0.0,0.0
Test_449,0.0,0.0,0.0,1.0
Test_904,1.0,0.0,0.0,0.0
Test_1481,0.0,0.0,0.0,1.0
Test_897,1.0,0.0,0.0,0.0
Test_838,0.0,0.0,0.0,1.0
Test_874,0.0,0.0,0.0,1.0
Test_1099,0.0,0.0,0.0,1.0
Test_659,0.0,0.0,0.0,1.0
Test_1258,1.0,0.0,0.0,0.0
Test_1065,1.0,0.0,0.0,0.0
Test_1565,0.0,0.0,1.0,0.0
Test_891,0.0,0.0,0.0,1.0
Test_988,1.0,0.0,0.0,0.0
Test_1420,0.0,0.0,0.0,1.0
Test_1360,0.0,0.0,1.0,0.0
Test_703,0.0,0.0,1.0,0.0
Test_425,0.0,0.0,0.0,1.0
Test_1805,1.0,0.0,0.0,0.0
Test_1587,0.0,0.0,1.0,0.0
Test_1758,1.0,0.0,0.0,0.0
Test_405,0.0,0.0,0.0,1.0
Test_409,0.0,0.0,1.0,0.0
Test_19,0.0,0.0,1.0,0.0
Test_526,0.0,0.0,1.0,0.0
Test_1707,0.0,0.0,1.0,0.0
Test_768,0.0,0.0,0.0,1.0
Test_968,0.0,0.0,1.0,0.0
Test_1320,0.0,0.0,0.0,1.0
Test_1688,0.0,0.0,1.0,0.0
Test_600,0.0,0.0,1.0,0.0
Test_1406,0.0,0.0,1.0,0.0
Test_1311,1.0,0.0,0.0,0.0
Test_1054,1.0,0.0,0.0,0.0
Test_1185,0.0,0.0,1.0,0.0
Test_1064,0.0,0.0,0.0,1.0
Test_1424,1.0,0.0,0.0,0.0
Test_1620,0.0,0.0,1.0,0.0
Test_263,1.0,0.0,0.0,0.0
Test_646,0.0,0.0,1.0,0.0
Test_1682,0.0,0.0,1.0,0.0
Test_1324,1.0,0.0,0.0,0.0
Test_1816,0.0,0.0,1.0,0.0
Test_1167,0.0,0.0,1.0,0.0
Test_420,0.0,0.0,1.0,0.0
Test_1299,0.0,0.0,1.0,0.0
Test_501,1.0,0.0,0.0,0.0
Test_1230,0.0,0.0,1.0,0.0
Test_478,0.0,0.0,0.0,1.0
Test_170,0.0,0.0,0.0,1.0
Test_662,0.0,0.0,0.0,1.0
Test_1561,0.0,0.0,0.0,1.0
Test_999,0.0,0.0,1.0,0.0
Test_273,1.0,0.0,0.0,0.0
Test_656,0.0,0.0,0.0,1.0
Test_1152,1.0,0.0,0.0,0.0
Test_927,1.0,0.0,0.0,0.0
Test_539,0.0,0.0,1.0,0.0
Test_463,0.0,0.0,0.0,1.0
Test_1117,1.0,0.0,0.0,0.0
Test_0,0.0,0.0,1.0,0.0
Test_86,0.0,0.0,1.0,0.0
Test_1460,0.0,0.0,1.0,0.0
Test_73,1.0,0.0,0.0,0.0
Test_23,0.0,0.0,0.0,1.0
Test_1051,0.0,0.0,0.0,1.0
Test_427,0.0,0.0,0.0,1.0
Test_1011,0.0,0.0,1.0,0.0
Test_451,0.0,0.0,1.0,0.0
Test_859,0.0,0.0,0.0,1.0
Test_1782,0.0,0.0,1.0,0.0
Test_537,0.0,0.0,1.0,0.0
Test_547,0.0,0.0,1.0,0.0
Test_1489,0.0,0.0,1.0,0.0
Test_954,1.0,0.0,0.0,0.0
Test_1673,0.0,0.0,0.0,1.0
Test_216,1.0,0.0,0.0,0.0
Test_564,0.0,1.0,0.0,0.0
Test_896,0.0,0.0,0.0,1.0
Test_635,1.0,0.0,0.0,0.0
Test_1691,0.0,0.0,0.0,1.0
Test_378,0.0,0.0,1.0,0.0
Test_31,0.0,0.0,1.0,0.0
Test_1381,1.0,0.0,0.0,0.0
Test_132,1.0,0.0,0.0,0.0
Test_118,0.0,0.0,1.0,0.0
Test_266,0.0,0.0,0.0,1.0
Test_79,0.0,0.0,0.0,1.0
Test_1007,0.0,0.0,0.0,1.0
Test_814,0.0,0.0,0.0,1.0
Test_505,0.0,0.0,0.0,1.0
Test_1149,0.0,1.0,0.0,0.0
Test_628,0.0,0.0,0.0,1.0
Test_746,0.0,0.0,1.0,0.0
Test_49,0.0,0.0,1.0,0.0
Test_1654,0.0,0.0,1.0,0.0
Test_1151,1.0,0.0,0.0,0.0
Test_623,0.0,0.0,0.0,1.0
Test_849,0.0,0.0,0.0,1.0
Test_1137,0.0,0.0,0.0,1.0
Test_1171,0.0,0.0,0.0,1.0
Test_77,0.0,0.0,1.0,0.0
Test_447,0.0,0.0,1.0,0.0
Test_869,0.0,0.0,0.0,1.0
Test_1581,0.0,0.0,0.0,1.0
Test_1177,1.0,0.0,0.0,0.0
Test_1045,0.0,0.0,1.0,0.0
Test_52,0.0,0.0,1.0,0.0
Test_437,0.0,0.0,1.0,0.0
Test_189,1.0,0.0,0.0,0.0
Test_206,0.0,0.0,0.0,1.0
Test_338,1.0,0.0,0.0,0.0
Test_514,1.0,0.0,0.0,0.0
Test_842,1.0,0.0,0.0,0.0
Test_764,1.0,0.0,0.0,0.0
Test_1456,0.0,0.0,1.0,0.0
Test_152,0.0,0.0,1.0,0.0
Test_309,0.0,0.0,1.0,0.0
Test_1257,0.0,0.0,0.0,1.0
Test_1018,0.0,0.0,0.0,1.0
Test_130,0.0,0.0,0.0,1.0
Test_1229,1.0,0.0,0.0,0.0
Test_916,0.0,0.0,0.0,1.0
Test_205,0.0,0.0,0.0,1.0
Test_567,0.0,0.0,0.0,1.0
Test_1531,0.0,0.0,1.0,0.0
Test_602,0.0,0.0,0.0,1.0
Test_1501,0.0,0.0,0.0,1.0
Test_556,1.0,0.0,0.0,0.0
Test_1479,0.0,1.0,0.0,0.0
Test_1123,1.0,0.0,0.0,0.0
Test_1507,1.0,0.0,0.0,0.0
Test_134,1.0,0.0,0.0,0.0
Test_757,0.0,0.0,0.0,1.0
Test_713,0.0,1.0,0.0,0.0
Test_1503,1.0,0.0,0.0,0.0
Test_1530,1.0,0.0,0.0,0.0
Test_1564,0.0,0.0,1.0,0.0
Test_1372,1.0,0.0,0.0,0.0
Test_193,0.0,0.0,1.0,0.0
Test_1402,1.0,0.0,0.0,0.0
Test_967,0.0,0.0,1.0,0.0
Test_921,0.0,1.0,0.0,0.0
Test_126,1.0,0.0,0.0,0.0
Test_1334,0.0,0.0,0.0,1.0
Test_797,1.0,0.0,0.0,0.0
Test_534,0.0,0.0,0.0,1.0
Test_360,0.0,0.0,0.0,1.0
Test_1192,0.0,0.0,1.0,0.0
Test_611,1.0,0.0,0.0,0.0
Test_1584,0.0,0.0,0.0,1.0
Test_414,0.0,0.0,1.0,0.0
Test_108,0.0,0.0,0.0,1.0
Test_207,0.0,0.0,1.0,0.0
Test_1521,1.0,0.0,0.0,0.0
Test_450,0.0,0.0,1.0,0.0
Test_1390,0.0,0.0,1.0,0.0
Test_1096,0.0,0.0,0.0,1.0
Test_1593,0.0,0.0,0.0,1.0
Test_250,1.0,0.0,0.0,0.0
Test_91,1.0,0.0,0.0,0.0
Test_777,1.0,0.0,0.0,0.0
Test_53,0.0,0.0,1.0,0.0
Test_1084,0.0,1.0,0.0,0.0
Test_624,0.0,0.0,1.0,0.0
Test_1535,0.0,0.0,1.0,0.0
Test_1689,1.0,0.0,0.0,0.0
Test_899,0.0,0.0,1.0,0.0
Test_138,0.0,0.0,1.0,0.0
Test_63,0.0,0.0,0.0,1.0
Test_415,0.0,0.0,1.0,0.0
Test_285,0.0,0.0,0.0,1.0
Test_292,1.0,0.0,0.0,0.0
Test_727,0.0,1.0,0.0,0.0
Test_753,0.0,0.0,1.0,0.0
Test_1802,0.0,0.0,1.0,0.0
Test_441,1.0,0.0,0.0,0.0
Test_1476,0.0,0.0,0.0,1.0
Test_1466,1.0,0.0,0.0,0.0
Test_1153,0.0,0.0,0.0,1.0
Test_67,0.0,0.0,1.0,0.0
Test_881,0.0,0.0,1.0,0.0
Test_1471,0.0,0.0,1.0,0.0
Test_397,0.0,0.0,0.0,1.0
Test_868,0.0,0.0,1.0,0.0
Test_1083,1.0,0.0,0.0,0.0
Test_1178,1.0,0.0,0.0,0.0
Test_676,1.0,0.0,0.0,0.0
Test_884,0.0,1.0,0.0,0.0
Test_629,1.0,0.0,0.0,0.0
Test_1340,0.0,0.0,0.0,1.0
Test_439,0.0,0.0,1.0,0.0
Test_991,0.0,1.0,0.0,0.0
Test_854,0.0,0.0,0.0,1.0
Test_160,1.0,0.0,0.0,0.0
Test_1305,0.0,0.0,1.0,0.0
Test_1224,0.0,1.0,0.0,0.0
Test_923,0.0,0.0,1.0,0.0
Test_683,0.0,0.0,0.0,1.0
Test_407,0.0,0.0,0.0,1.0
Test_1650,0.0,0.0,1.0,0.0
Test_1786,1.0,0.0,0.0,0.0
Test_559,1.0,0.0,0.0,0.0
Test_643,1.0,0.0,0.0,0.0
Test_17,0.0,0.0,0.0,1.0
Test_24,1.0,0.0,0.0,0.0
Test_1451,0.0,0.0,0.0,1.0
Test_1147,0.0,0.0,0.0,1.0
Test_914,0.0,0.0,0.0,1.0
Test_1648,0.0,0.0,1.0,0.0
Test_1095,0.0,0.0,0.0,1.0
Test_1205,0.0,0.0,1.0,0.0
Test_986,0.0,0.0,0.0,1.0
Test_161,0.0,0.0,0.0,1.0
Test_119,1.0,0.0,0.0,0.0
Test_798,0.0,0.0,1.0,0.0
Test_759,0.0,1.0,0.0,0.0
Test_587,0.0,0.0,1.0,0.0
Test_835,0.0,0.0,1.0,0.0
Test_430,0.0,0.0,1.0,0.0
Test_585,0.0,0.0,1.0,0.0
Test_791,0.0,0.0,0.0,1.0
Test_246,0.0,0.0,0.0,1.0
Test_1169,0.0,0.0,0.0,1.0
Test_719,0.0,0.0,1.0,0.0
Test_1569,0.0,0.0,1.0,0.0
Test_979,1.0,0.0,0.0,0.0
Test_1559,0.0,0.0,1.0,0.0
Test_1733,0.0,0.0,0.0,1.0
Test_1480,0.0,0.0,1.0,0.0
Test_174,0.0,0.0,0.0,1.0
Test_373,0.0,0.0,1.0,0.0
Test_595,0.0,0.0,0.0,1.0
Test_181,0.0,0.0,0.0,1.0
Test_137,0.0,0.0,1.0,0.0
Test_97,1.0,0.0,0.0,0.0
Test_1141,0.0,0.0,0.0,1.0
Test_1019,0.0,0.0,1.0,0.0
Test_150,0.0,0.0,0.0,1.0
Test_513,0.0,0.0,0.0,1.0
Test_1604,0.0,0.0,1.0,0.0
Test_318,0.0,0.0,0.0,1.0
Test_952,0.0,0.0,0.0,1.0
Test_1056,0.0,0.0,1.0,0.0
Test_970,1.0,0.0,0.0,0.0
Test_1316,1.0,0.0,0.0,0.0
Test_1409,0.0,0.0,0.0,1.0
Test_601,0.0,0.0,0.0,1.0
Test_1706,0.0,0.0,0.0,1.0
Test_975,1.0,0.0,0.0,0.0
Test_1439,1.0,0.0,0.0,0.0
Test_661,0.0,0.0,0.0,1.0
Test_855,0.0,0.0,0.0,1.0
Test_1819,1.0,0.0,0.0,0.0
Test_72,0.0,0.0,0.0,1.0
Test_955,1.0,0.0,0.0,0.0
Test_485,1.0,0.0,0.0,0.0
Test_780,1.0,0.0,0.0,0.0
Test_1594,0.0,0.0,0.0,1.0
Test_1280,0.0,0.0,1.0,0.0
Test_1212,0.0,0.0,0.0,1.0
Test_922,1.0,0.0,0.0,0.0
Test_71,0.0,0.0,1.0,0.0
Test_1461,0.0,0.0,1.0,0.0
Test_918,0.0,0.0,1.0,0.0
Test_1486,0.0,0.0,1.0,0.0
Test_183,1.0,0.0,0.0,0.0
Test_1347,0.0,0.0,0.0,1.0
Test_877,1.0,0.0,0.0,0.0
Test_706,1.0,0.0,0.0,0.0
Test_89,0.0,0.0,0.0,1.0
Test_540,0.0,0.0,1.0,0.0
Test_1203,1.0,0.0,0.0,0.0
Test_987,0.0,1.0,0.0,0.0
Test_1720,0.0,0.0,1.0,0.0
Test_878,1.0,0.0,0.0,0.0
Test_1315,1.0,0.0,0.0,0.0
Test_1528,0.0,0.0,0.0,1.0
Test_1380,0.0,1.0,0.0,0.0
Test_862,0.0,0.0,1.0,0.0
Test_1442,0.0,0.0,0.0,1.0
Test_125,0.0,0.0,0.0,1.0
Test_551,1.0,0.0,0.0,0.0
Test_660,0.0,0.0,1.0,0.0
Test_1583,0.0,0.0,1.0,0.0
Test_1107,0.0,0.0,1.0,0.0
Test_836,0.0,1.0,0.0,0.0
Test_782,0.0,0.0,1.0,0.0
Test_1776,0.0,0.0,0.0,1.0
Test_110,1.0,0.0,0.0,0.0
Test_711,1.0,0.0,0.0,0.0
Test_1655,0.0,0.0,0.0,1.0
Test_619,0.0,0.0,1.0,0.0
Test_56,0.0,0.0,0.0,1.0
Test_1534,0.0,1.0,0.0,0.0
Test_1737,0.0,0.0,0.0,1.0
Test_1613,0.0,1.0,0.0,0.0
Test_949,1.0,0.0,0.0,0.0
Test_1622,1.0,0.0,0.0,0.0
Test_805,0.0,0.0,1.0,0.0
Test_1578,0.0,0.0,1.0,0.0
Test_1156,0.0,0.0,0.0,1.0
Test_1365,1.0,0.0,0.0,0.0
Test_493,0.0,0.0,0.0,1.0
Test_806,0.0,1.0,0.0,0.0
Test_1215,0.0,0.0,0.0,1.0
Test_1022,0.0,0.0,1.0,0.0
Test_1246,1.0,0.0,0.0,0.0
Test_1285,1.0,0.0,0.0,0.0
Test_972,0.0,0.0,1.0,0.0
Test_1700,1.0,0.0,0.0,0.0
Test_639,0.0,0.0,1.0,0.0
Test_1543,0.0,0.0,1.0,0.0
Test_637,0.0,0.0,1.0,0.0
Test_1753,1.0,0.0,0.0,0.0
Test_1033,0.0,0.0,1.0,0.0
Test_1435,0.0,0.0,0.0,1.0
Test_588,0.0,0.0,1.0,0.0
Test_519,0.0,0.0,0.0,1.0
Test_243,1.0,0.0,0.0,0.0
Test_1546,1.0,0.0,0.0,0.0
