image_id,healthy,multiple_diseases,rust,scab
Test_1379,0.0,1.0,0.0,0.0
Test_1380,0.0,1.0,0.0,0.0
Test_1394,0.0,0.0,0.0,1.0
Test_1401,0.0,0.0,0.0,1.0
Test_1405,0.0,0.0,1.0,0.0
Test_1419,0.0,0.0,1.0,0.0
Test_1433,0.0,0.0,1.0,0.0
Test_1434,0.0,0.0,1.0,0.0
Test_1462,0.0,0.0,1.0,0.0
Test_1467,1.0,0.0,0.0,0.0
Test_1489,0.0,0.0,1.0,0.0
Test_1506,0.0,1.0,0.0,0.0
Test_1510,0.0,0.0,1.0,0.0
Test_1525,1.0,0.0,0.0,0.0
Test_1528,0.0,0.0,0.0,1.0
Test_1531,0.0,0.0,1.0,0.0
Test_1546,1.0,0.0,0.0,0.0
Test_1551,0.0,0.0,0.0,1.0
Test_1557,0.0,0.0,0.0,1.0
Test_1562,0.0,0.0,1.0,0.0
Test_1581,0.0,0.0,0.0,1.0
Test_1583,0.0,0.0,1.0,0.0
Test_1596,1.0,0.0,0.0,0.0
Test_1597,0.0,0.0,1.0,0.0
Test_1605,0.0,0.0,0.0,1.0
Test_1607,0.0,0.0,0.0,1.0
Test_1624,1.0,0.0,0.0,0.0
Test_1627,0.0,1.0,0.0,0.0
Test_1634,0.0,1.0,0.0,0.0
Test_1639,0.0,0.0,0.0,1.0
Test_1653,0.0,0.0,1.0,0.0
Test_1661,0.0,0.0,1.0,0.0
Test_1688,0.0,0.0,1.0,0.0
Test_1689,1.0,0.0,0.0,0.0
Test_1691,0.0,0.0,0.0,1.0
Test_1697,0.0,0.0,1.0,0.0
Test_1700,1.0,0.0,0.0,0.0
Test_1715,0.0,0.0,0.0,1.0
Test_1719,0.0,0.0,1.0,0.0
Test_1721,0.0,0.0,1.0,0.0
Test_1728,0.0,1.0,0.0,0.0
Test_1731,0.0,0.0,1.0,0.0
Test_1763,0.0,0.0,1.0,0.0
Test_1766,0.0,1.0,0.0,0.0
Test_1777,0.0,0.0,1.0,0.0
Test_1797,0.0,0.0,1.0,0.0
Test_1805,1.0,0.0,0.0,0.0
Test_1819,1.0,0.0,0.0,0.0
