image_id,healthy,multiple_diseases,rust,scab
Test_938,0.0,0.0,0.0,1.0
Test_945,1.0,0.0,0.0,0.0
Test_957,0.0,0.0,0.0,1.0
Test_958,0.0,0.0,0.0,1.0
Test_959,0.0,0.0,1.0,0.0
Test_964,0.0,0.0,1.0,0.0
Test_966,0.0,1.0,0.0,0.0
Test_982,1.0,0.0,0.0,0.0
Test_990,0.0,1.0,0.0,0.0
Test_991,0.0,1.0,0.0,0.0
Test_999,0.0,0.0,1.0,0.0
Test_1004,0.0,0.0,0.0,1.0
Test_1008,1.0,0.0,0.0,0.0
Test_1013,0.0,0.0,1.0,0.0
Test_1028,1.0,0.0,0.0,0.0
Test_1037,0.0,0.0,1.0,0.0
Test_1040,0.0,0.0,0.0,1.0
Test_1041,0.0,0.0,1.0,0.0
Test_1083,1.0,0.0,0.0,0.0
Test_1086,0.0,0.0,1.0,0.0
Test_1093,0.0,0.0,0.0,1.0
Test_1096,0.0,0.0,0.0,1.0
Test_1111,0.0,0.0,1.0,0.0
Test_1112,1.0,0.0,0.0,0.0
Test_1124,0.0,0.0,1.0,0.0
Test_1125,0.0,1.0,0.0,0.0
Test_1127,0.0,0.0,0.0,1.0
Test_1129,0.0,0.0,1.0,0.0
Test_1134,0.0,0.0,1.0,0.0
Test_1137,0.0,0.0,0.0,1.0
Test_1140,0.0,0.0,0.0,1.0
Test_1149,0.0,1.0,0.0,0.0
Test_1154,0.0,0.0,1.0,0.0
Test_1156,0.0,0.0,0.0,1.0
Test_1159,0.0,0.0,1.0,0.0
Test_1167,0.0,0.0,1.0,0.0
Test_1169,0.0,0.0,0.0,1.0
Test_1170,0.0,1.0,0.0,0.0
Test_1174,0.0,0.0,0.0,1.0
Test_1176,0.0,0.0,0.0,1.0
Test_1193,0.0,1.0,0.0,0.0
Test_1204,0.0,1.0,0.0,0.0
Test_1209,0.0,0.0,1.0,0.0
Test_1213,0.0,0.0,0.0,1.0
Test_1216,0.0,0.0,1.0,0.0
Test_1220,0.0,0.0,0.0,1.0
Test_1225,0.0,0.0,1.0,0.0
Test_1231,1.0,0.0,0.0,0.0
Test_1235,1.0,0.0,0.0,0.0
Test_1239,0.0,0.0,0.0,1.0
Test_1244,0.0,0.0,0.0,1.0
Test_1255,0.0,1.0,0.0,0.0
Test_1256,0.0,0.0,1.0,0.0
Test_1258,1.0,0.0,0.0,0.0
Test_1262,1.0,0.0,0.0,0.0
Test_1272,0.0,0.0,1.0,0.0
Test_1273,1.0,0.0,0.0,0.0
Test_1274,0.0,0.0,0.0,1.0
Test_1282,1.0,0.0,0.0,0.0
Test_1292,0.0,0.0,1.0,0.0
Test_1295,0.0,0.0,1.0,0.0
Test_1306,0.0,0.0,0.0,1.0
Test_1309,1.0,0.0,0.0,0.0
Test_1316,1.0,0.0,0.0,0.0
Test_1320,0.0,0.0,0.0,1.0
Test_1322,1.0,0.0,0.0,0.0
Test_1339,1.0,0.0,0.0,0.0
Test_1348,0.0,1.0,0.0,0.0
Test_1349,0.0,0.0,1.0,0.0
Test_1352,0.0,0.0,1.0,0.0
Test_1353,1.0,0.0,0.0,0.0
Test_1354,1.0,0.0,0.0,0.0
Test_1355,1.0,0.0,0.0,0.0
Test_1362,0.0,0.0,1.0,0.0
Test_1371,0.0,0.0,0.0,1.0
Test_1380,0.0,1.0,0.0,0.0
Test_1395,0.0,0.0,1.0,0.0
Test_1404,0.0,0.0,1.0,0.0
Test_1409,0.0,0.0,0.0,1.0
Test_1424,1.0,0.0,0.0,0.0
Test_1436,0.0,1.0,0.0,0.0
Test_1440,0.0,1.0,0.0,0.0
Test_1448,1.0,0.0,0.0,0.0
Test_1452,0.0,0.0,0.0,1.0
Test_1466,1.0,0.0,0.0,0.0
Test_1467,1.0,0.0,0.0,0.0
Test_1471,0.0,0.0,1.0,0.0
Test_1473,1.0,0.0,0.0,0.0
Test_1475,0.0,0.0,1.0,0.0
Test_1476,0.0,0.0,0.0,1.0
Test_1482,0.0,0.0,0.0,1.0
Test_1490,0.0,0.0,0.0,1.0
Test_1492,0.0,0.0,1.0,0.0
Test_1496,0.0,0.0,0.0,1.0
Test_1498,0.0,0.0,0.0,1.0
Test_1507,1.0,0.0,0.0,0.0
Test_1509,0.0,0.0,0.0,1.0
Test_1522,0.0,0.0,1.0,0.0
Test_1527,0.0,0.0,1.0,0.0
Test_1529,0.0,0.0,1.0,0.0
Test_1536,0.0,1.0,0.0,0.0
Test_1562,0.0,0.0,1.0,0.0
Test_1571,0.0,0.0,1.0,0.0
Test_1572,0.0,0.0,1.0,0.0
Test_1578,0.0,0.0,1.0,0.0
Test_1589,0.0,0.0,1.0,0.0
Test_1590,0.0,1.0,0.0,0.0
Test_1591,1.0,0.0,0.0,0.0
Test_1593,0.0,0.0,0.0,1.0
Test_1595,0.0,1.0,0.0,0.0
Test_1612,0.0,0.0,1.0,0.0
Test_1613,0.0,1.0,0.0,0.0
Test_1615,0.0,0.0,0.0,1.0
Test_1616,0.0,0.0,1.0,0.0
Test_1632,0.0,0.0,1.0,0.0
Test_1635,0.0,0.0,1.0,0.0
Test_1636,0.0,1.0,0.0,0.0
Test_1646,0.0,0.0,1.0,0.0
Test_1647,0.0,0.0,1.0,0.0
Test_1664,0.0,0.0,0.0,1.0
Test_1671,0.0,0.0,1.0,0.0
Test_1689,1.0,0.0,0.0,0.0
Test_1690,0.0,0.0,0.0,1.0
Test_1714,0.0,1.0,0.0,0.0
Test_1719,0.0,0.0,1.0,0.0
Test_1721,0.0,0.0,1.0,0.0
Test_1726,0.0,0.0,0.0,1.0
Test_1727,1.0,0.0,0.0,0.0
Test_1728,0.0,1.0,0.0,0.0
Test_1734,0.0,0.0,1.0,0.0
Test_1752,1.0,0.0,0.0,0.0
Test_1757,0.0,0.0,0.0,1.0
Test_1760,0.0,0.0,1.0,0.0
Test_1765,1.0,0.0,0.0,0.0
Test_1766,0.0,1.0,0.0,0.0
Test_1767,0.0,0.0,1.0,0.0
Test_1768,0.0,0.0,1.0,0.0
Test_1771,0.0,0.0,1.0,0.0
Test_1775,0.0,0.0,1.0,0.0
Test_1776,0.0,0.0,0.0,1.0
Test_1782,0.0,0.0,1.0,0.0
Test_1784,0.0,0.0,1.0,0.0
Test_1796,0.0,0.0,1.0,0.0
Test_1803,0.0,0.0,1.0,0.0
Test_1808,0.0,0.0,0.0,1.0
Test_1815,0.0,0.0,1.0,0.0
