image_id,healthy,multiple_diseases,rust,scab
Test_72,0.00021489306201753303,0.0061644821156126755,0.00021196165783344946,0.993408641881413
Test_73,0.9959657374355528,0.00010961254627004121,0.0037277466162777273,0.00019686220341716718
Test_74,0.8584954904185401,0.12341720158858355,0.0011471247480759276,0.016940179317518615
Test_75,0.0014891051090065355,0.09340262692421675,0.004263087175584384,0.9008451865779029
Test_76,0.9906802922487259,0.00029257605041345234,0.0061886921910677805,0.0028384433673096514
Test_77,0.00019835689272440504,0.0007608505143758117,0.9990115513404211,2.926698233649303e-05
Test_78,1.9800327285176187e-06,0.0020381942675966355,9.600813080070904e-07,0.9979588803317812
Test_79,0.0012425953937054148,0.01756884530348341,5.716833077289922e-05,0.9811313847700754
Test_80,5.9827533236658466e-06,0.9396592328945795,0.057497369093147836,0.0028374238081596563
Test_81,9.00515934239997e-05,0.5292719308700826,0.4706196114420891,1.842210984806217e-05
Test_82,0.0022824379621953187,0.03058316693123844,0.8557771344979604,0.11135726597987945
Test_83,6.882365085895496e-05,0.6068319383905165,0.3887076911826929,0.004391573196496919
Test_84,0.00017027840113807238,0.004321540570774434,2.7266645950232674e-05,0.9954809149106343
Test_85,9.377706596246248e-05,0.037492047840108476,4.5176200704963624e-05,0.9623689618375566
Test_86,0.0001219399463378876,0.0015010896244752481,0.9983685413996379,8.471947947125751e-06
Test_87,0.5166318159964349,0.17546462300884336,0.2709272415870348,0.03697632304425093
Test_88,0.0009032693208913165,0.03249764020761682,0.0006914382670907394,0.9659076680739721
Test_89,0.2545079253613949,0.12394813931961027,0.006795546495494718,0.6147483872870604
Test_90,0.0001093462465458433,0.0037591965110045245,0.9961126430167092,1.8809636112769744e-05
Test_91,0.9959099855687883,0.001246045414676347,0.0016393571719769777,0.0012046157461895746
Test_92,0.9859346946080526,0.00010975786473860832,0.013559057176027841,0.000396446500153284
Test_93,2.6415150372827163e-05,0.0033819049402457795,0.9965908477703731,8.627141501923081e-07
Test_94,2.91904450132484e-06,0.00036048086583504205,1.143202354312065e-06,0.9996354281902313
Test_95,0.9932525803645452,0.00033262290970823314,0.006124864494470077,0.00028992837522107747
Test_96,0.00043044975444041076,0.000640530982258901,0.0002775043703964444,0.9986515210734473
Test_97,0.9856684191359414,0.00688084480215265,0.0025399813423013663,0.004910783531158813
Test_98,5.326458280860732e-05,0.5858973428193066,3.566958783294025e-05,0.41401367717319065
Test_99,0.001323764086110815,0.10187441296228725,0.0006367941104043792,0.8961650083462397
Test_100,3.0465860170241716e-05,0.003191944520141179,1.762307744518971e-06,0.9967758274740643
Test_101,0.051265314169642,0.002235910043560175,0.0022451530673303446,0.9442536168628268
Test_102,0.00017804489118589117,0.0009225583950056818,5.161885266997186e-05,0.9988477991686927
Test_103,0.0018652691714022593,0.04743756143175738,0.0005423611076164687,0.9501547680960761
Test_104,4.3595364138325645e-05,0.03781127768322929,6.108157959906614e-05,0.9620840234888924
Test_105,0.0003342096213209011,0.004351795986116889,0.0001285576478149666,0.9951854513751136
Test_106,0.9924958464172151,0.001131927684664586,0.0052551861254465215,0.0011170105921425805
Test_107,0.0002674350924583753,0.013386901198019689,0.9728795720471276,0.013466092214609184
Test_108,0.00041955881298842235,0.15244961124214268,0.0005269970823186378,0.8466038439008925
Test_109,0.09255983221292909,0.7279854089849525,0.003405606641131777,0.1760491490777996
Test_110,0.9930416064129935,0.0005324107842154844,0.005068416179818137,0.0013575414962663974
Test_111,0.24174273262421292,0.04884618388152578,0.012635776386256719,0.696775295254257
Test_112,9.722047565850921e-05,0.003906242463724791,0.9958805193503697,0.00011595547065705132
Test_113,0.00039260264080414546,0.24260641634464264,4.064636308006205e-05,0.7569603674912488
Test_114,1.586121335448196e-05,0.6264325689731373,0.00031240428062220523,0.3732391724156009
Test_115,2.5080866627212745e-05,7.274748708141487e-05,0.9999010364214579,1.1373091049667514e-06
Test_116,0.0009664732965069965,0.0011921786987032748,0.9942724704742432,0.0035688682346675348
Test_117,0.0004446945949894143,0.05282045336854127,0.9467032187514834,3.16405752427171e-05
Test_118,5.053862576826557e-05,0.0003483625271706438,0.9996003657579422,7.247542538212237e-07
Test_119,0.9969929390483433,0.0018073320786950514,0.0008248419057458199,0.00037490524573513534
Test_120,2.103394248441205e-05,0.0008456897736234875,0.9991234756178327,9.800719736021949e-06
Test_121,0.0010956484628776605,0.07630959173871411,0.9122653520769544,0.010329402287930457
Test_122,3.4537531178102654e-05,0.019755605287274297,0.9801783760388691,3.1465900639836437e-05
Test_123,9.019139581549021e-06,0.04254044983988731,0.9574484378099442,2.088422004615293e-06
Test_124,0.00016651606978889,0.002127425191348367,3.7711798860485935e-06,0.9977023005485535
Test_125,0.002077758718062089,0.08132901980489907,0.00030557492848654673,0.9162876556317012
Test_126,0.9980648640129302,0.0010892912861082652,0.0006344031939988781,0.00021144994990309997
Test_127,0.002396075774880855,0.0012921189580892031,6.279169990033554e-05,0.9962489902973176
Test_128,0.000838133692822238,0.21475157007161114,0.7293121359414525,0.0550981352183347
Test_129,2.405800741200892e-05,0.02699398204074694,0.9727936188379923,0.00018836142003743185
Test_130,1.1657421206321158e-05,0.002289781642806095,4.701502176216207e-06,0.9976938648356332
Test_131,3.460430547382506e-05,0.00801549783843964,2.91453889745953e-06,0.9919469952583313
Test_132,0.9940039846632216,3.7117464600950394e-05,0.005861262738082789,9.761358062910909e-05
Test_133,1.5244077270086068e-05,0.01558246529238103,6.227974271435178e-06,0.9843960387839211
Test_134,0.962816498345799,0.0011706154833114448,0.006105162201088712,0.02990774760190915
Test_135,5.8104162993307305e-05,0.005076043875305913,0.994433601697286,0.0004322604818298715
Test_136,7.402885771452046e-06,0.0004551554704650899,1.504519480209786e-06,0.9995359414153628
Test_137,5.9006921402568776e-05,0.04788721350228621,0.952037415570683,1.6378600005534987e-05
Test_138,0.00020774092995957792,0.004222219435582196,0.9955455263455709,2.4490927002160693e-05
Test_139,0.9997569206688139,3.344894293554211e-05,0.00014381028367438373,6.58181970468124e-05
Test_140,0.02486073106734289,0.00031263386143917974,0.9742258025540247,0.0006008385818050656
Test_141,2.315393860088635e-05,0.00019282688275426254,6.2137806430150195e-06,0.9997778120968077
Test_142,8.831939771880569e-05,0.004533990932991906,7.993701935996947e-05,0.9952977498372396
Test_143,0.03561608532133202,0.2632994537707418,0.0002614536729955338,0.7008229510651695
Test_144,0.9985550178421868,4.852445457951641e-05,0.0013337389875592485,6.269936756729698e-05
Test_145,1.977281543632772e-05,0.02806560717322605,3.981080484768048e-05,0.9718748281399409
Test_146,7.699830964469356e-05,0.00073893481526789,0.999151478211085,3.260644527674433e-05
Test_147,0.00012193773141512388,0.050687488375438586,0.948964888850848,0.00022570244790484954
Test_148,0.9949770536687639,0.0006179021572986837,0.001722027592930115,0.002683019742916157
Test_149,0.001637782090660443,0.002545764447657145,0.9794936627149582,0.016322809884817005
Test_150,2.8429625425966755e-05,0.00247656951533928,2.0053706044286122e-05,0.9974749353196886
Test_151,0.00012612179011107906,0.0013605405895052375,0.9984905454847547,2.278882083651802e-05
Test_152,0.00037301901193131926,0.05076200463291671,0.948762747976515,0.00010223542934303015
Test_153,3.5097040323092995e-05,0.000669603818247803,1.5633336724915933e-05,0.999279702703158
Test_154,4.845562643317357e-05,0.05355808128499323,0.9463356584310532,5.781428651769399e-05
Test_155,2.4255167021338922e-05,0.012531657092848845,0.9874004291163551,4.362777548294616e-05
Test_156,0.0010724020780293764,0.005882254990461256,0.0050793478544240616,0.9879660142792596
Test_157,0.43359316016236943,0.295278479786551,0.08319150389272383,0.1879368107377862
Test_158,0.00038191372853664995,0.00481536135157512,2.5684322639484157e-05,0.9947770436604818
Test_159,9.813042541079794e-05,0.008596676558631264,0.9912656661536959,3.953339247825877e-05
Test_160,0.9995051953527662,2.8702288684851537e-05,0.00038544122970860266,8.065964655341102e-05
Test_161,0.00012648291451316455,0.004656963495007303,0.0001788876921485401,0.9950376782152388
Test_162,2.2905751237669825e-05,0.0003075326397951667,0.9996644622749752,5.116420241159226e-06
Test_163,0.00011020839344647963,0.07326743449529102,0.9266044216023551,1.79750289943412e-05
Test_164,0.00015519530532199296,0.06105637736618519,5.37016391477765e-05,0.9387347135278914
Test_165,1.8258190301089096e-05,0.001332994881926829,6.584323168270758e-06,0.9986421979135938
Test_166,3.3284022811370206e-05,0.0002575921190085416,0.9997023012903001,6.841999999180399e-06
Test_167,0.00026885449773948896,0.0040118051369467545,0.9956831634044647,3.615585381232399e-05
Test_168,9.238055786331514e-06,0.9995286530918545,0.00038433262441851644,7.778099634887369e-05
Test_169,0.0014227494434888082,0.0014591356458469008,0.9970953315496445,2.278388804673644e-05
Test_170,0.0015744578012244245,0.044665915581087276,0.0012790279997590107,0.9524805810716417
Test_171,0.0006278947486053868,0.0023443653513418716,0.9968756917450163,0.00015202747605750727
Test_172,0.00034243893898475467,0.6527756212486161,0.3468279598487748,5.3961013573911025e-05
Test_173,0.0001129196016841484,0.0005098745322255935,0.9993709756268395,6.199081629650513e-06
Test_174,7.531132857568284e-05,0.001602029057014281,3.1712561607832868e-06,0.9983194967110952
Test_175,0.9859545826911926,0.00997610756606567,0.0029635358016675026,0.0011057701666017136
Test_176,4.112367178087261e-05,0.0005465367505368906,0.9993707322412066,4.1624842108629106e-05
Test_177,0.00014931546975146168,0.00028589487517096914,9.555630725453944e-06,0.9995552450418472
Test_178,5.106792695386276e-06,0.00010209165199310317,1.2369980109363767e-06,0.9998915195465088
Test_179,0.01924926596014605,0.0046362245662344825,0.9744968381192949,0.0016176344607730345
Test_180,4.354807311478403e-05,0.02656798523417415,0.973372694518831,1.5758452743991966e-05
Test_181,0.0001539801666897094,0.015712361186767037,7.830934515911597e-05,0.9840553551912308
Test_182,0.0002650966409873945,0.03700102515722392,0.9625172366698582,0.00021661655541215115
Test_183,0.9723716576894124,0.009797080088497346,0.014204667590092866,0.003626599565096613
Test_184,0.01528669130493654,0.004083875524682096,0.0006095067422570033,0.9800199286805259
Test_185,4.0884057023996924e-05,0.004679195737278658,3.911629032633041e-06,0.9952760272555881
Test_186,0.00011165987262688284,0.06951629376554694,2.2267261897468416e-05,0.9303497821092606
Test_187,1.0420807191926137e-05,0.0007195505151729423,0.99926714764701,2.86451548602789e-06
Test_188,8.530319027292658e-05,0.0003698705150930613,0.9995307558112674,1.4054040286105697e-05
Test_189,0.9855439911286036,0.00039564340285222797,0.013139009840971185,0.0009213234342900655
Test_190,0.0002319343568236339,0.006783144517814638,0.9916524820857577,0.0013324648433707706
Test_191,0.0009312355921590804,0.06757330232196383,0.9312024546994102,0.00029302459915925283
Test_192,0.15221395002057156,0.5067313737753365,0.281772428088718,0.059282229075001344
Test_193,6.48976433400191e-05,0.0021583934142957633,0.9977626618411807,1.4058971243476511e-05
Test_194,0.00043894608036983607,0.6970966988139682,0.30178891287909615,0.0006753944606114399
Test_195,0.7992278271251254,0.17468171370112234,0.010404010379956061,0.015686467367534835
Test_196,4.531014873373114e-05,0.20341221091601053,1.591109355449557e-05,0.7965265744262272
Test_197,0.0010800634966775153,0.04287856187794306,0.9498512115743425,0.006190188755782503
Test_198,0.0001888477225027903,0.001679272447492824,4.045998417881138e-06,0.9981277916166518
Test_199,6.933968549876429e-05,0.14687786447919077,0.8530305905474557,2.2233081968655217e-05
Test_200,2.2043020944945762e-05,0.0034008576039923355,0.9965356207556194,4.147429202521696e-05
Test_201,0.00013199287453918233,0.07048072282815257,0.00021918726924575872,0.9291681084367964
Test_202,0.0002617285774451577,0.06462980576583909,0.9197525779406229,0.015355873253105933
Test_203,0.00012401792582750204,0.028229384424371846,0.9715817073980967,6.484208314658544e-05
Test_204,8.927201137081612e-05,0.036939284305036485,4.5114224187563996e-05,0.9629263364606433
Test_205,0.0006897218481753953,0.0005922649960818187,0.00010777759763098198,0.9986102498239942
Test_206,1.3155721860237514e-05,0.0005231692116972732,3.728448716680235e-06,0.999459950460328
Test_207,0.0005450492063927312,0.0006134048133440552,0.9985705630646812,0.0002709590979684941
Test_208,0.0002469229802449667,0.005057430396037591,1.0240736320573282e-05,0.9946854246987237
Test_209,0.0001245479150561045,0.05051579646290823,0.9490985886918174,0.00026107346993361113
Test_210,5.1209828168591936e-05,0.0031669949142572786,3.075897155784762e-05,0.996751038564576
Test_211,0.002473700390472307,0.7142890724870894,0.0054615592469215496,0.27777567753380733
Test_212,1.1868582396426365e-05,8.275646884649114e-05,0.9999045845535066,8.139559357572207e-07
Test_213,1.5568014750888537e-05,0.3368187890284592,0.6630794049965011,8.624079057679207e-05
Test_214,0.0004459265243591896,0.00280651576859883,0.996016252372,0.0007313088099939098
Test_215,0.0009383063932407113,0.08031418067791188,4.994551937128241e-05,0.9186975691053603
Test_216,0.9874101363950305,0.0007695145394311315,0.011463963716879435,0.0003563795377819664
Test_217,5.658481942896445e-05,0.003229048696084647,2.7938264279825376e-05,0.9966863956716325
Test_218,0.9968240211407343,0.001905483532153893,0.0006150727582160522,0.0006554984171063754
Test_219,0.000729414149497466,0.0008918469267579592,0.9983717054128647,7.043824453095087e-06
Test_220,2.8052340706401998e-06,0.00018273141265328578,1.2664345266058223e-06,0.9998131758636899
Test_221,0.0002158730020609154,0.020541634863345988,1.4773369218919658e-05,0.9792277233468162
Test_222,6.979264659731951e-05,0.00021139629155994853,0.9996824082401065,3.6392710373749855e-05
Test_223,5.320974550057952e-05,0.004301128152292222,0.9956343124310176,1.1335087132617144e-05
Test_224,0.0013189391781149122,0.765602731042438,0.1374650879426756,0.09561323452120025
Test_225,0.9963450150357352,0.0008550379354422452,0.002212521024678911,0.000587438071540368
Test_226,0.0001195534577062871,0.03823842312623229,0.9616190095742544,2.3003067983356435e-05
Test_227,7.166102819687757e-06,0.0007022397693516621,1.2806121294506312e-06,0.9992893023623359
Test_228,0.00012633617113048484,0.00024398625990013697,0.9996214359998703,8.221472458874106e-06
Test_229,7.036938469203353e-05,0.005115167286324626,0.9948040180736117,1.0436158712915738e-05
Test_230,5.625692562066181e-05,0.007350561092607677,4.175628967454752e-05,0.9925514029131995
Test_231,1.7243141094722444e-05,0.00019573880524603737,1.5712567791191666e-06,0.9997854249344931
Test_232,0.9972641385263867,6.14777743269062e-05,0.0024962920057684337,0.00017811015077818916
Test_233,0.84773198597961,0.0002955162586677002,0.15127718565049186,0.0006953232766654259
Test_234,0.0007362589611956435,0.028372765395842076,0.00019519062647709183,0.9706957820389006
Test_235,5.318836337487988e-06,0.0009682599807597903,1.9057972416981608e-06,0.9990245252847672
Test_236,0.0006932498393628825,0.9529559314250946,0.03296784416306764,0.013383016628924655
Test_237,9.417171271605993e-05,0.7084762781030602,0.0015938012244684312,0.28983573532766765
Test_238,1.242407114156031e-05,0.7998896671666039,0.2000953946262598,2.5038009536299596e-06
Test_239,6.299212578003082e-05,0.011593227388705904,0.9883416444063187,2.102467776814936e-06
Test_240,2.522454051382776e-05,0.04274436268638561,0.957223751478725,6.699991716787837e-06
Test_241,0.0002672364173324442,0.06222628499381245,0.9328149921364255,0.004691451243868667
Test_242,0.00011427308411132093,0.010794830236894388,4.6159150978534545e-06,0.9890862868891822
Test_243,0.995075437757704,0.0009607079499700277,0.0034570791082349692,0.0005067647264998717
Test_244,1.2702870356583338e-05,0.0447424505578561,0.00011098482061950362,0.9551338338189654
Test_245,0.0005063217895440175,0.07816090554681271,0.9212485220697191,8.430467700767016e-05
Test_246,1.2815855412018351e-05,0.001168525887098642,4.392342792690506e-06,0.9988142715560064
Test_247,4.454551502577589e-06,0.0006381954226526432,8.223507901305993e-07,0.9993565380573273
Test_248,0.007526347680039989,0.19502688974090335,0.00038087100132442074,0.797065912021531
Test_249,0.0002576258923612487,0.0039794798463440705,0.9952213201257918,0.00054154646740143
Test_250,0.9990313715404935,0.0007699790787430375,0.00016688878444407845,3.180963872435112e-05
Test_251,0.9934477127260632,0.0027290394173683633,0.001390319675844391,0.002432895342786247
Test_252,0.0017540192855247166,0.02811872733986497,0.9524645209312439,0.01766272238011071
Test_253,3.858275315514624e-05,0.14984385167352027,2.1207554003884375e-05,0.8500963449478149
Test_254,3.0050091559590756e-05,0.0097564914453364,1.5240460152974064e-05,0.9901982016033597
Test_255,0.041616421192884445,0.02659943940428396,0.001286844818467772,0.930497310227818
Test_256,9.732621829251621e-05,0.019651276256708015,2.4435218867758917e-05,0.9802269455459383
Test_257,0.00025583511781708995,0.0033607672866209116,0.9963498711585999,3.3568523821574876e-05
Test_258,0.0013513798257918097,0.5378594613737531,0.4607195622391171,6.960157785821744e-05
Test_259,0.004557121072139125,0.9366000625822279,0.015735768945887685,0.04310704903521886
Test_260,0.00024175020815972757,0.0019960479983435813,3.822931968342244e-05,0.9977240016063055
Test_261,1.5021403040055896e-05,0.0017121392397585725,0.9982634534438452,9.385162668943774e-06
Test_262,7.723508396237675e-05,0.025919245158244546,9.160146064996548e-05,0.9739118980036842
Test_263,0.9941764225562413,0.002309371430682303,0.0009712599549958315,0.0025429366691645957
Test_264,0.9939816908703909,5.828803215182335e-05,0.005686480438372301,0.0002735651808810265
Test_265,9.272479006912821e-06,0.0002552466735829108,0.9997331384155486,2.3406774736716643e-06
Test_266,3.123437185416202e-05,0.0005419642285333895,6.4147594266551605e-06,0.9994203646977742
Test_267,0.9996387478378084,3.339348901615974e-05,0.00027736602067483947,5.0468464501641895e-05
Test_268,9.999922975920426e-05,0.8802502900362015,0.11912284098151658,0.0005268472678936733
Test_269,0.9730099687973659,0.007091111150253307,0.010877983745028057,0.009020949796346638
Test_270,3.3801858143710386e-05,0.0011015041947959818,4.299393318597645e-06,0.9988603989283243
Test_271,0.0030267115265208604,0.006843486483881457,0.0008098419005667286,0.9893199784888161
Test_272,2.0337742866003184e-05,0.01710486371100867,0.9828596479362912,1.5170647196151147e-05
Test_273,0.9998034122917387,8.736018006061386e-05,7.154283964341503e-05,3.7667134300534144e-05
Test_274,0.00021692634507530784,0.0005017189123685107,0.99912875228458,0.00015259858664704338
Test_275,0.0011507749594683345,0.049346344338523015,0.949112594127655,0.00039027347904468316
Test_276,3.7861001715100435e-05,0.08736103346584262,0.0002883497607086838,0.9123127692275578
Test_277,0.01629129401569824,0.27418698204888237,0.0022757715543977814,0.7072459525532193
Test_278,0.00015948982167578326,0.009344758960651234,2.0468641466209192e-05,0.9904752953184975
Test_279,9.975171471726046e-05,0.0034007497920861673,0.9964582324028015,4.128855415627995e-05
Test_280,3.2530916392461665e-05,0.0006201099681169984,3.687121778660361e-06,0.9993436684211094
Test_281,3.955242296152208e-06,0.0020131796611369485,1.4757771579591388e-06,0.9979813893636067
Test_282,7.651795277806448e-05,0.9939255416393279,0.00013773742137222306,0.005860192451412635
Test_283,1.0155327204546754e-05,0.016808977138781406,0.9831675655312008,1.3315983412414629e-05
Test_284,0.00016029555282178384,0.0021685174321090825,0.9976207117239633,5.0524878883745965e-05
Test_285,1.2602410281361803e-05,0.0005480325744429138,3.1490363201985224e-06,0.9994362261560228
Test_286,8.107817404518553e-06,0.000385928203589477,2.021961258375566e-06,0.9996039685275819
Test_287,0.0007622110301781504,0.05308512775809504,0.012799864916208513,0.9333528247144487
Test_288,4.347924084709594e-05,0.3348325776557127,0.0005103926664023421,0.6646135639813211
Test_289,5.3580335711937245e-05,0.000298878373642866,4.9664189300339485e-06,0.999642574124866
Test_290,1.0136864039371012e-05,0.015138006785289489,0.9848511202467812,7.497378917497515e-07
Test_291,0.0002257742444871585,0.03360549244866383,0.965979215171602,0.0001895072206631691
Test_292,0.9909613496727414,0.00018067306246175954,0.00808925393681016,0.0007687136607677934
Test_293,1.934747350589788e-05,0.003963321201733076,0.996015320221583,2.015762974353722e-06
Test_294,0.000908688876895288,0.0007833478081364672,0.9978813230991364,0.00042664929868705163
Test_295,0.00017366357213354096,0.0009952062348222374,0.9987833433681065,4.7764356066990236e-05
Test_296,0.1542241606447432,0.21837411841584575,0.04548829804278082,0.5819134381082323
Test_297,2.9330152478400527e-05,0.004714511985993239,9.822324121463074e-06,0.9952463242742751
Test_298,0.0021353449814745947,0.24308880542715391,0.751667900217904,0.0031079538384801704
Test_299,7.320102556383922e-05,0.8469058689143923,0.14109661144579552,0.011924274469492957
Test_300,0.05125271565177374,0.08721774415526953,0.024845228582206703,0.8366843114296595
Test_301,0.9963169081343545,0.00010830742148707866,0.0033783706059390775,0.0001964407491061119
Test_302,2.021235984115164e-05,0.002199753325031553,1.088487734316838e-05,0.9977691372235616
Test_303,0.9710538122389052,0.02508645945555246,0.0005782059844439876,0.0032815197361439155
Test_304,0.9061573793490727,0.0889202795094914,0.003502749407845032,0.0014195737935046458
Test_305,0.9915593812863032,0.0022946768383715404,0.0019316463472528588,0.004214292872347869
Test_306,0.00010754699342720011,0.0008441886689575363,7.241910778551149e-05,0.9989758332570393
Test_307,0.99760588672426,0.00040160675356699157,0.0019122741723549552,8.024121607282571e-05
Test_308,0.0006491548069031219,0.008898041256341256,0.0003089986096256325,0.9901438173320558
Test_309,0.00012547974852673683,0.00968596406487955,0.9899159967899323,0.0002725514077610569
Test_310,5.86656272440046e-05,0.12977391910842723,0.8698828369379044,0.00028457918395158934
Test_311,8.047032865338144e-05,0.38689693270458114,0.6129804205977254,4.218433130157943e-05
Test_312,7.86529522258661e-05,0.00020348406726750708,3.0641551947812535e-05,0.999687221315172
Test_313,4.260690927379882e-06,0.0004947796486602682,2.8821943208375464e-06,0.9994980626636082
Test_314,2.048387816305169e-05,0.011914679108991145,2.920436062818036e-05,0.9880355993906657
